flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min
FL-1676,AeroGlobal,AE412,JFK,DXB,2026-01-31 05:38:00,2026-01-31 09:24:00,Rain,0.8,20.3,7.6,7.87,20,15.3,0,49
FL-1677,TransFlight,TR904,JFK,ATL,2026-01-08 05:52:00,2026-01-08 09:26:00,Snow,20.2,27.9,6.3,8.8,1,21.6,1,89
FL-1678,TransFlight,TR495,ATL,DXB,2026-01-06 04:39:00,2026-01-06 08:12:00,Snow,36.2,29.5,3.4,2.54,0,15.0,0,49
FL-1679,NimbusAero,NI717,HND,JFK,2026-01-09 17:55:00,2026-01-09 20:21:00,Clear,33.7,18.6,2.5,3.62,11,11.8,0,36
FL-1680,JetExpress,JE630,JFK,ATL,2026-01-16 02:55:00,2026-01-16 07:10:00,Thunderstorm,-2.5,6.8,5.6,5.3,3,2.0,0,92
FL-1681,AeroGlobal,AE233,ATL,LHR,2026-01-20 22:04:00,2026-01-21 04:52:00,Fog,12.8,28.0,9.4,6.29,10,11.3,0,39
FL-1682,JetExpress,JE306,JFK,ATL,2026-01-21 12:51:00,2026-01-21 14:08:00,High Winds,9.2,36.7,5.5,9.19,66,19.4,0,107
FL-1683,NimbusAero,NI193,DFW,DXB,2026-01-17 00:46:00,2026-01-17 07:29:00,High Winds,24.2,14.8,6.3,8.29,7,4.3,0,51
FL-1684,TransFlight,TR850,CDG,DXB,2026-01-18 18:09:00,2026-01-19 00:31:00,Overcast,23.5,6.1,7.1,1.39,8,19.5,1,43
FL-1685,TransFlight,TR398,LAX,DFW,2026-01-23 17:01:00,2026-01-23 21:16:00,High Winds,16.5,44.8,1.2,1.95,71,17.0,0,90
FL-1686,JetExpress,JE312,DXB,JFK,2026-01-22 06:48:00,2026-01-22 07:46:00,Clear,20.7,31.1,4.9,4.09,2,9.1,0,19
FL-1687,SkyWings,SK110,DFW,LAX,2026-01-07 11:04:00,2026-01-07 14:36:00,Fog,25.9,22.8,1.1,5.94,12,5.7,0,54
FL-1688,AeroGlobal,AE582,DFW,ORD,2026-01-09 00:19:00,2026-01-09 01:13:00,Snow,-5.2,14.6,5.6,4.52,4,2.2,0,48
FL-1689,NimbusAero,NI379,ORD,DXB,2026-01-17 13:07:00,2026-01-17 15:23:00,Overcast,24.3,40.4,5.6,4.98,6,1.5,0,17
FL-1690,TransFlight,TR756,LAX,HND,2026-01-15 06:46:00,2026-01-15 11:18:00,Clear,18.7,4.1,4.1,2.82,1,5.9,0,3
FL-1691,AeroGlobal,AE193,JFK,HND,2026-01-02 12:31:00,2026-01-02 13:23:00,Rain,29.4,31.2,1.1,9.63,24,2.6,0,63
FL-1692,NimbusAero,NI271,ORD,JFK,2026-01-20 04:02:00,2026-01-20 09:09:00,Clear,29.1,15.9,6.5,6.62,3,20.6,0,35
FL-1693,AeroGlobal,AE318,LAX,CDG,2026-01-15 23:12:00,2026-01-16 01:25:00,Clear,9.3,15.6,4.2,5.13,15,1.9,0,28
FL-1694,NimbusAero,NI738,LHR,JFK,2026-01-04 07:32:00,2026-01-04 10:08:00,Thunderstorm,4.5,27.8,9.8,1.92,11,12.0,0,60
FL-1695,TransFlight,TR275,DFW,LAX,2026-01-28 13:12:00,2026-01-28 16:43:00,Fog,23.4,31.1,9.7,7.24,16,7.6,0,50
FL-1696,NimbusAero,NI425,HND,LAX,2026-01-16 12:01:00,2026-01-16 12:55:00,Snow,33.8,21.3,5.4,7.68,77,11.3,0,119
FL-1697,SkyWings,SK338,JFK,ORD,2026-01-15 07:20:00,2026-01-15 10:06:00,Fog,10.6,12.5,1.3,2.24,19,11.2,0,59
FL-1698,OceanicAir,OC309,JFK,DFW,2026-01-28 11:15:00,2026-01-28 15:47:00,Fog,32.1,7.8,3.5,8.08,9,1.4,0,64
FL-1699,OceanicAir,OC763,DFW,JFK,2026-01-11 16:08:00,2026-01-11 23:08:00,Rain,6.5,10.9,1.0,9.26,47,21.8,0,67
FL-1700,AeroGlobal,AE722,CDG,FRA,2026-01-15 21:18:00,2026-01-15 23:36:00,Thunderstorm,20.2,4.8,5.2,9.58,2,1.6,0,83
FL-1701,AeroGlobal,AE228,LAX,ATL,2026-01-28 05:18:00,2026-01-28 10:44:00,High Winds,28.2,10.8,5.3,4.84,11,10.5,0,54
FL-1702,AeroGlobal,AE350,CDG,ORD,2026-01-28 19:45:00,2026-01-28 22:37:00,Rain,3.7,21.3,6.5,3.45,1,17.3,1,64
FL-1703,OceanicAir,OC486,ORD,DXB,2026-01-21 08:06:00,2026-01-21 12:27:00,Snow,19.3,20.6,2.0,9.58,6,10.9,0,75
FL-1704,OceanicAir,OC974,LAX,LHR,2026-01-28 08:05:00,2026-01-28 13:25:00,Overcast,16.5,9.6,4.1,3.75,16,6.6,0,20
FL-1705,OceanicAir,OC173,LHR,ORD,2026-01-22 14:33:00,2026-01-22 16:58:00,Overcast,34.0,2.2,8.7,7.57,2,8.5,0,16
FL-1706,OceanicAir,OC504,LHR,HND,2026-01-23 12:43:00,2026-01-23 16:05:00,Fog,37.4,5.1,8.9,9.93,73,3.2,0,111
FL-1707,AeroGlobal,AE298,CDG,DFW,2026-01-17 02:44:00,2026-01-17 07:49:00,Fog,13.5,31.6,7.1,6.86,27,20.4,0,69
FL-1708,SkyWings,SK932,LHR,JFK,2026-01-30 14:52:00,2026-01-30 16:52:00,Rain,19.1,42.6,1.9,3.23,11,12.9,0,24
FL-1709,AeroGlobal,AE112,LAX,ORD,2026-01-30 13:51:00,2026-01-30 20:40:00,Thunderstorm,9.1,27.2,9.1,5.67,21,4.6,0,78
FL-1710,OceanicAir,OC358,DFW,FRA,2026-01-25 12:23:00,2026-01-25 18:45:00,Thunderstorm,18.1,33.6,7.6,9.32,2,19.2,1,106
FL-1711,JetExpress,JE933,ORD,LHR,2026-01-10 18:51:00,2026-01-10 22:59:00,Fog,4.8,44.4,8.3,1.01,18,2.0,0,48
FL-1712,TransFlight,TR526,DFW,HND,2026-01-09 00:22:00,2026-01-09 02:37:00,Rain,-1.1,7.8,5.1,5.52,0,2.9,0,21
FL-1713,AeroGlobal,AE290,ATL,JFK,2026-01-09 13:35:00,2026-01-09 15:58:00,Rain,37.2,39.5,4.7,9.22,6,2.8,0,40
FL-1714,SkyWings,SK400,LAX,HND,2026-01-06 22:11:00,2026-01-07 01:17:00,Clear,6.4,27.2,5.0,7.06,1,2.7,0,26
FL-1715,SkyWings,SK781,FRA,JFK,2026-01-05 15:46:00,2026-01-05 18:19:00,Snow,28.0,18.2,5.4,9.66,5,6.2,0,79
FL-1716,JetExpress,JE718,CDG,LHR,2026-01-18 02:59:00,2026-01-18 09:33:00,Rain,38.0,37.1,9.4,6.99,7,8.6,0,59
FL-1717,JetExpress,JE994,LHR,LAX,2026-01-01 09:22:00,2026-01-01 14:00:00,High Winds,23.5,33.2,8.9,2.25,10,13.4,0,39
FL-1718,JetExpress,JE816,ATL,CDG,2026-01-21 19:36:00,2026-01-22 01:37:00,Fog,21.6,22.4,4.4,2.69,37,21.7,0,64
FL-1719,SkyWings,SK748,LHR,JFK,2026-01-16 01:33:00,2026-01-16 08:05:00,Thunderstorm,1.2,22.8,7.5,8.15,28,8.0,0,102
FL-1720,OceanicAir,OC774,LAX,HND,2026-01-14 14:58:00,2026-01-14 20:53:00,Overcast,24.2,39.4,8.8,8.06,3,15.9,1,49
FL-1721,SkyWings,SK408,DXB,HND,2026-01-08 21:33:00,2026-01-09 02:06:00,Clear,13.1,25.2,2.8,2.53,31,20.8,0,39
FL-1722,NimbusAero,NI129,ORD,CDG,2026-01-18 16:52:00,2026-01-18 20:00:00,Overcast,24.5,30.6,9.5,7.04,30,14.8,0,52
FL-1723,NimbusAero,NI842,HND,LAX,2026-01-16 09:30:00,2026-01-16 12:09:00,Snow,26.8,27.8,6.6,4.39,5,15.9,0,57
FL-1724,NimbusAero,NI903,DXB,CDG,2026-01-11 20:53:00,2026-01-11 23:32:00,Rain,-4.4,5.8,1.3,7.67,1,20.7,0,25
FL-1725,JetExpress,JE230,LHR,HND,2026-01-27 12:08:00,2026-01-27 12:53:00,Rain,-7.0,25.0,8.5,9.82,17,7.4,0,52
FL-1726,NimbusAero,NI915,ORD,FRA,2026-01-28 15:07:00,2026-01-28 20:54:00,Overcast,-4.9,2.4,8.6,3.84,6,18.0,0,20
FL-1727,NimbusAero,NI566,ORD,LHR,2026-01-07 21:19:00,2026-01-08 03:44:00,High Winds,28.5,32.2,6.2,3.78,25,21.8,1,89
FL-1728,NimbusAero,NI687,HND,ATL,2026-01-23 18:41:00,2026-01-23 21:55:00,Fog,36.4,4.5,8.2,2.37,2,15.9,0,66
FL-1729,AeroGlobal,AE817,JFK,ATL,2026-01-23 10:29:00,2026-01-23 17:26:00,Thunderstorm,4.4,37.0,9.2,2.43,21,1.0,0,60
FL-1730,OceanicAir,OC794,HND,LHR,2026-01-19 01:28:00,2026-01-19 05:33:00,Clear,15.3,14.2,7.1,2.76,2,18.9,0,0
FL-1731,TransFlight,TR986,JFK,LHR,2026-01-22 01:44:00,2026-01-22 08:04:00,Overcast,17.7,21.0,5.1,9.07,2,5.0,0,37
FL-1732,AeroGlobal,AE852,JFK,CDG,2026-01-27 10:47:00,2026-01-27 12:24:00,Fog,27.7,38.9,4.1,9.84,6,15.1,1,81
FL-1733,JetExpress,JE585,ORD,JFK,2026-01-06 14:10:00,2026-01-06 19:18:00,Fog,6.2,20.7,1.9,7.5,8,5.8,0,51
FL-1734,OceanicAir,OC600,DFW,ORD,2026-01-30 23:01:00,2026-01-31 02:58:00,High Winds,23.2,36.2,6.8,8.0,5,19.1,0,28
FL-1735,NimbusAero,NI555,LHR,JFK,2026-01-06 17:04:00,2026-01-06 18:48:00,Clear,-4.1,29.6,9.1,3.02,1,13.1,0,14
FL-1736,OceanicAir,OC380,LAX,ATL,2026-01-18 17:23:00,2026-01-18 22:15:00,Fog,23.7,14.8,1.7,3.93,15,15.8,0,54
FL-1737,OceanicAir,OC932,JFK,HND,2026-01-26 13:21:00,2026-01-26 18:40:00,High Winds,29.0,23.0,5.4,6.26,15,15.8,0,41
FL-1738,AeroGlobal,AE774,LAX,ATL,2026-01-28 12:22:00,2026-01-28 19:02:00,Overcast,-9.7,21.2,3.5,1.35,2,12.9,0,2
FL-1739,SkyWings,SK675,DFW,JFK,2026-01-05 02:25:00,2026-01-05 04:13:00,Snow,4.3,43.5,2.1,9.79,79,14.7,0,111
FL-1740,SkyWings,SK631,DFW,FRA,2026-01-21 11:58:00,2026-01-21 13:54:00,Snow,13.5,15.5,9.2,9.97,0,13.5,0,64
FL-1741,NimbusAero,NI201,JFK,DFW,2026-01-02 22:07:00,2026-01-03 00:28:00,Overcast,4.4,37.8,9.6,6.42,1,5.1,0,22
FL-1742,AeroGlobal,AE846,FRA,CDG,2026-01-04 15:13:00,2026-01-04 20:39:00,Rain,2.5,29.9,2.1,5.1,5,20.8,0,39
FL-1743,AeroGlobal,AE648,ATL,LAX,2026-01-29 21:39:00,2026-01-30 04:39:00,Rain,37.8,32.0,2.3,4.35,0,14.6,0,23
FL-1744,TransFlight,TR267,CDG,ORD,2026-01-15 15:32:00,2026-01-15 19:59:00,Thunderstorm,-8.8,28.0,1.2,2.12,10,2.9,0,44
FL-1745,SkyWings,SK437,LAX,CDG,2026-01-16 10:17:00,2026-01-16 13:21:00,Overcast,31.7,11.7,0.6,4.39,14,21.3,0,35
FL-1746,SkyWings,SK279,DXB,DFW,2026-01-28 01:09:00,2026-01-28 06:04:00,Clear,15.4,32.1,8.7,5.96,11,13.6,0,17
FL-1747,AeroGlobal,AE425,CDG,ORD,2026-01-16 23:01:00,2026-01-17 05:33:00,High Winds,15.5,27.6,8.6,5.29,32,3.2,0,57
FL-1748,TransFlight,TR830,ORD,ATL,2026-01-07 17:50:00,2026-01-07 21:48:00,Snow,25.3,4.3,7.4,9.77,8,15.7,1,91
FL-1749,NimbusAero,NI568,ORD,DXB,2026-01-17 08:39:00,2026-01-17 13:23:00,Snow,3.8,43.0,5.4,7.47,8,20.4,1,77
FL-1750,SkyWings,SK412,CDG,LHR,2026-01-05 08:27:00,2026-01-05 14:36:00,Clear,-6.3,12.3,1.4,6.18,26,2.3,0,46
FL-1751,OceanicAir,OC927,JFK,HND,2026-01-24 09:37:00,2026-01-24 16:36:00,Overcast,13.0,24.1,10.0,8.99,0,15.5,0,42
FL-1752,NimbusAero,NI107,CDG,FRA,2026-01-16 22:53:00,2026-01-17 01:43:00,Fog,21.7,41.6,10.0,9.5,8,15.2,1,78
FL-1753,AeroGlobal,AE790,DXB,ATL,2026-01-09 04:56:00,2026-01-09 06:19:00,Rain,30.3,24.1,9.5,4.8,4,8.7,0,30
FL-1754,SkyWings,SK446,ATL,FRA,2026-01-06 14:44:00,2026-01-06 17:57:00,Rain,13.2,13.4,0.5,6.68,21,9.0,0,52
FL-1755,NimbusAero,NI627,JFK,DXB,2026-01-29 08:44:00,2026-01-29 13:38:00,Clear,7.1,28.5,3.6,4.19,3,0.6,0,5
FL-1756,AeroGlobal,AE511,LHR,JFK,2026-01-05 20:41:00,2026-01-06 01:06:00,Thunderstorm,-0.5,24.8,9.0,4.7,0,20.1,1,79
FL-1757,JetExpress,JE331,HND,CDG,2026-01-18 06:50:00,2026-01-18 10:08:00,Rain,10.6,9.8,8.2,1.98,11,9.9,0,28
FL-1758,AeroGlobal,AE243,LHR,HND,2026-01-01 12:20:00,2026-01-01 16:08:00,High Winds,24.0,6.8,3.2,2.2,9,9.6,0,28
FL-1759,SkyWings,SK264,ATL,DXB,2026-01-13 08:19:00,2026-01-13 10:04:00,Thunderstorm,13.5,23.3,7.0,2.15,5,16.6,0,52
FL-1760,NimbusAero,NI859,CDG,ORD,2026-01-06 05:51:00,2026-01-06 07:31:00,High Winds,-9.0,8.7,5.3,7.91,20,5.6,0,50
FL-1761,JetExpress,JE539,FRA,JFK,2026-01-21 00:24:00,2026-01-21 05:14:00,Rain,3.5,5.6,4.6,6.56,7,16.2,1,53
FL-1762,SkyWings,SK984,DFW,ATL,2026-01-20 18:45:00,2026-01-20 21:11:00,Thunderstorm,23.9,36.8,7.2,5.52,9,4.4,0,86
FL-1763,TransFlight,TR744,ORD,DFW,2026-01-06 17:34:00,2026-01-06 19:26:00,Thunderstorm,-8.2,44.6,9.3,4.84,46,13.8,0,81
FL-1764,SkyWings,SK489,CDG,FRA,2026-01-15 04:43:00,2026-01-15 11:26:00,Fog,37.0,11.5,4.5,1.55,23,9.7,0,49
FL-1765,SkyWings,SK375,LHR,DFW,2026-01-17 05:24:00,2026-01-17 12:13:00,Thunderstorm,1.9,40.5,2.2,1.0,8,14.7,0,37
FL-1766,JetExpress,JE583,DFW,LAX,2026-01-20 20:39:00,2026-01-20 22:58:00,Rain,35.5,17.6,3.4,1.87,4,0.8,0,20
FL-1767,AeroGlobal,AE439,LHR,CDG,2026-01-28 01:14:00,2026-01-28 06:29:00,Snow,7.8,30.0,2.5,4.46,15,19.6,1,94
FL-1768,SkyWings,SK142,FRA,ATL,2026-01-10 00:43:00,2026-01-10 07:28:00,Thunderstorm,34.4,5.2,5.7,4.09,16,16.1,0,64
FL-1769,NimbusAero,NI257,JFK,ATL,2026-01-09 23:23:00,2026-01-10 03:42:00,Snow,24.2,40.3,7.7,8.61,14,12.5,0,78
FL-1770,JetExpress,JE559,LAX,HND,2026-01-04 07:57:00,2026-01-04 12:49:00,Thunderstorm,15.1,43.0,8.0,2.5,1,6.4,0,55
FL-1771,JetExpress,JE146,FRA,JFK,2026-01-09 21:44:00,2026-01-10 01:52:00,Thunderstorm,22.9,39.4,9.7,2.49,20,16.6,0,74
FL-1772,OceanicAir,OC721,DFW,ATL,2026-01-09 15:02:00,2026-01-09 15:48:00,Overcast,17.5,27.5,0.6,9.36,10,11.5,0,39
FL-1773,NimbusAero,NI637,DFW,LHR,2026-01-11 06:39:00,2026-01-11 09:55:00,Fog,2.9,7.1,2.6,5.8,1,6.8,0,49
FL-1774,JetExpress,JE236,DFW,JFK,2026-01-30 11:41:00,2026-01-30 14:33:00,High Winds,0.1,7.0,6.7,6.69,18,21.4,0,64
FL-1775,TransFlight,TR370,ORD,HND,2026-01-29 01:54:00,2026-01-29 05:09:00,Rain,37.3,28.9,0.6,4.2,5,16.2,0,41
FL-1776,SkyWings,SK650,FRA,LAX,2026-01-18 15:13:00,2026-01-18 21:32:00,Rain,31.8,29.3,5.7,8.35,6,5.2,0,50
FL-1777,TransFlight,TR744,CDG,ORD,2026-01-21 13:12:00,2026-01-21 15:55:00,Fog,24.9,17.9,9.1,1.84,3,4.4,0,40
FL-1778,AeroGlobal,AE293,FRA,HND,2026-01-09 11:03:00,2026-01-09 17:19:00,Rain,-9.0,9.0,2.2,4.55,2,13.6,0,29
FL-1779,SkyWings,SK536,ATL,DXB,2026-01-30 14:38:00,2026-01-30 18:49:00,Clear,24.8,7.9,7.6,1.11,21,2.6,0,9
FL-1780,SkyWings,SK946,JFK,LAX,2026-01-07 06:22:00,2026-01-07 09:14:00,High Winds,-6.0,8.1,6.5,1.12,4,21.3,0,35
FL-1781,NimbusAero,NI937,LHR,LAX,2026-01-10 10:59:00,2026-01-10 12:55:00,Thunderstorm,26.5,40.4,8.2,3.77,7,10.8,0,69
FL-1782,TransFlight,TR808,DFW,FRA,2026-01-06 20:25:00,2026-01-06 21:20:00,High Winds,-7.9,25.4,1.5,8.98,3,9.4,0,57
FL-1783,AeroGlobal,AE124,ATL,HND,2026-01-18 18:56:00,2026-01-18 20:56:00,Rain,21.5,11.7,8.9,4.46,22,19.5,0,29
FL-1784,AeroGlobal,AE212,ATL,LAX,2026-01-14 01:48:00,2026-01-14 05:35:00,Clear,19.6,7.1,9.3,9.28,15,19.8,0,36
FL-1785,TransFlight,TR442,FRA,ORD,2026-01-20 14:28:00,2026-01-20 16:29:00,Fog,23.0,28.9,3.2,8.88,51,6.3,0,87
FL-1786,JetExpress,JE371,LAX,JFK,2026-01-08 00:21:00,2026-01-08 06:41:00,Overcast,5.4,18.8,7.4,8.07,24,10.8,0,59
FL-1787,TransFlight,TR537,DFW,ORD,2026-01-05 08:47:00,2026-01-05 12:17:00,Overcast,-1.3,18.6,3.5,4.81,20,15.4,0,50
FL-1788,JetExpress,JE241,ATL,HND,2026-01-20 07:17:00,2026-01-20 12:43:00,Thunderstorm,15.9,23.2,5.6,3.07,25,2.3,0,68
FL-1789,TransFlight,TR691,ATL,LAX,2026-01-11 22:53:00,2026-01-12 02:43:00,Clear,-0.2,38.6,3.9,5.27,6,3.4,0,26
FL-1790,JetExpress,JE469,ORD,LHR,2026-01-22 04:52:00,2026-01-22 06:50:00,High Winds,31.0,43.8,9.2,3.18,39,18.3,1,72
FL-1791,NimbusAero,NI820,ORD,HND,2026-01-02 10:46:00,2026-01-02 17:27:00,Thunderstorm,7.8,32.2,6.8,1.66,8,18.5,0,30
FL-1792,JetExpress,JE244,LAX,DFW,2026-01-04 18:10:00,2026-01-04 19:01:00,Snow,29.9,19.9,7.8,5.23,8,3.5,0,64
FL-1793,JetExpress,JE581,CDG,LHR,2026-01-21 10:56:00,2026-01-21 17:11:00,Fog,-9.4,6.8,1.1,6.78,4,13.5,0,48
FL-1794,AeroGlobal,AE111,CDG,HND,2026-01-21 22:12:00,2026-01-22 03:40:00,Fog,29.8,41.5,5.3,7.38,1,9.6,0,48
FL-1795,SkyWings,SK634,CDG,ORD,2026-01-10 21:24:00,2026-01-11 01:34:00,Snow,-7.3,18.9,8.3,9.78,15,13.5,0,68
FL-1796,NimbusAero,NI579,HND,LHR,2026-01-30 22:55:00,2026-01-31 05:08:00,Thunderstorm,29.7,9.1,8.1,6.82,5,4.7,0,64
FL-1797,SkyWings,SK471,FRA,LHR,2026-01-02 12:38:00,2026-01-02 15:25:00,Rain,-2.2,6.6,2.5,1.1,28,20.1,1,53
FL-1798,SkyWings,SK346,DFW,LAX,2026-01-27 04:43:00,2026-01-27 10:17:00,Clear,17.1,36.0,0.9,3.83,37,20.8,1,64
FL-1799,JetExpress,JE507,DXB,ATL,2026-01-15 13:29:00,2026-01-15 17:34:00,Fog,7.1,7.6,6.9,3.98,9,19.8,0,36
FL-1800,AeroGlobal,AE124,FRA,CDG,2026-01-22 22:57:00,2026-01-23 04:42:00,High Winds,30.9,14.5,1.9,5.17,27,19.5,1,97
FL-1801,AeroGlobal,AE926,ORD,ATL,2026-01-24 01:54:00,2026-01-24 07:03:00,Fog,19.2,24.5,7.8,5.03,16,3.3,0,56
FL-1802,TransFlight,TR976,CDG,JFK,2026-01-18 21:23:00,2026-01-19 00:10:00,Overcast,37.9,28.1,9.6,6.1,2,21.9,1,48
FL-1803,JetExpress,JE660,LAX,DXB,2026-01-05 12:47:00,2026-01-05 17:24:00,Rain,-1.9,14.7,1.1,6.19,41,8.1,0,55
FL-1804,NimbusAero,NI890,HND,DFW,2026-01-22 18:55:00,2026-01-22 21:51:00,High Winds,32.1,30.0,1.8,2.12,0,12.7,0,28
FL-1805,JetExpress,JE510,CDG,ORD,2026-01-21 07:30:00,2026-01-21 11:22:00,Snow,30.6,42.9,4.0,7.14,19,11.4,0,66
FL-1806,NimbusAero,NI143,FRA,JFK,2026-01-12 09:24:00,2026-01-12 16:07:00,High Winds,16.9,8.6,1.5,4.38,25,12.8,0,67
FL-1807,AeroGlobal,AE497,HND,LAX,2026-01-17 03:07:00,2026-01-17 07:50:00,Thunderstorm,20.8,40.7,4.9,1.77,27,16.2,0,64
FL-1808,OceanicAir,OC304,CDG,LHR,2026-01-04 04:25:00,2026-01-04 07:52:00,Rain,37.8,22.9,7.2,5.29,19,6.5,0,62
FL-1809,AeroGlobal,AE581,ORD,DFW,2026-01-15 19:43:00,2026-01-16 01:18:00,Clear,37.4,35.3,1.1,8.28,10,17.5,0,46
FL-1810,AeroGlobal,AE988,JFK,HND,2026-01-13 12:44:00,2026-01-13 15:38:00,Fog,-1.5,8.1,3.1,1.74,5,19.3,0,51
FL-1811,AeroGlobal,AE785,DFW,ORD,2026-01-03 16:42:00,2026-01-03 18:14:00,Thunderstorm,6.4,34.4,2.1,4.14,30,9.5,0,83
FL-1812,NimbusAero,NI902,ORD,HND,2026-01-17 09:25:00,2026-01-17 16:04:00,Snow,8.7,2.4,7.9,6.37,15,2.2,0,64
FL-1813,TransFlight,TR248,LHR,CDG,2026-01-01 21:29:00,2026-01-01 23:31:00,Thunderstorm,34.8,23.5,3.5,8.13,9,15.0,0,77
FL-1814,NimbusAero,NI103,HND,ORD,2026-01-30 02:49:00,2026-01-30 07:24:00,Fog,36.5,6.2,2.6,9.81,0,9.5,0,68
FL-1815,AeroGlobal,AE715,CDG,ATL,2026-01-17 02:12:00,2026-01-17 04:44:00,Overcast,36.6,26.8,0.6,8.32,72,0.8,0,67
FL-1816,TransFlight,TR938,LAX,DXB,2026-01-30 18:47:00,2026-01-30 23:25:00,Thunderstorm,9.7,17.1,5.7,5.71,1,16.9,1,90
FL-1817,OceanicAir,OC482,ORD,FRA,2026-01-28 07:46:00,2026-01-28 09:54:00,Snow,10.9,14.3,6.8,7.12,3,14.1,0,62
FL-1818,SkyWings,SK189,LAX,ORD,2026-01-30 19:33:00,2026-01-30 20:26:00,Snow,34.8,6.5,7.6,6.61,12,12.2,0,75
FL-1819,TransFlight,TR695,JFK,LHR,2026-01-20 09:27:00,2026-01-20 12:00:00,Overcast,27.3,25.7,1.6,8.71,3,20.9,0,50
FL-1820,OceanicAir,OC522,CDG,JFK,2026-01-18 07:12:00,2026-01-18 09:51:00,Snow,3.6,39.8,3.0,8.55,6,17.6,0,66
FL-1821,OceanicAir,OC133,JFK,LAX,2026-01-08 05:31:00,2026-01-08 09:27:00,High Winds,29.2,37.3,6.2,4.02,0,21.1,0,54
FL-1822,OceanicAir,OC297,FRA,CDG,2026-01-03 14:20:00,2026-01-03 20:00:00,Thunderstorm,-3.8,29.4,9.8,2.56,21,19.9,0,50
FL-1823,SkyWings,SK827,ORD,FRA,2026-01-06 15:17:00,2026-01-06 21:25:00,Snow,27.6,38.3,6.5,3.34,2,12.4,0,46
FL-1824,AeroGlobal,AE195,LAX,JFK,2026-01-21 03:46:00,2026-01-21 04:36:00,Fog,27.0,8.6,6.4,5.89,5,21.4,0,33
FL-1825,NimbusAero,NI233,HND,LHR,2026-01-09 17:46:00,2026-01-09 20:33:00,Fog,33.1,14.8,5.6,3.21,19,17.3,0,31
FL-1826,NimbusAero,NI152,DFW,LAX,2026-01-07 19:02:00,2026-01-08 01:08:00,Clear,20.6,26.9,1.5,5.13,32,13.3,0,20
FL-1827,JetExpress,JE368,ORD,LAX,2026-01-04 18:31:00,2026-01-04 23:29:00,High Winds,7.3,38.0,4.2,5.42,7,1.0,0,60
FL-1828,NimbusAero,NI178,ATL,HND,2026-01-18 07:52:00,2026-01-18 11:17:00,Fog,33.6,36.8,2.2,1.09,17,4.3,0,52
FL-1829,TransFlight,TR975,JFK,ORD,2026-01-16 20:26:00,2026-01-17 00:08:00,Thunderstorm,37.8,27.8,0.5,5.7,1,6.0,0,50
FL-1830,TransFlight,TR130,DXB,JFK,2026-01-24 19:47:00,2026-01-25 00:54:00,High Winds,-2.7,39.3,1.6,2.95,13,7.5,0,65
FL-1831,NimbusAero,NI808,ORD,LHR,2026-01-13 16:55:00,2026-01-13 21:46:00,Overcast,35.8,17.0,5.7,3.65,1,16.5,0,13
FL-1832,OceanicAir,OC297,DFW,ORD,2026-01-10 06:08:00,2026-01-10 12:44:00,High Winds,32.6,14.1,4.2,6.25,13,17.0,0,84
FL-1833,NimbusAero,NI599,CDG,DXB,2026-01-20 12:50:00,2026-01-20 18:40:00,Fog,3.0,15.7,1.5,4.45,13,4.8,0,65
FL-1834,NimbusAero,NI939,LAX,DXB,2026-01-08 20:40:00,2026-01-08 21:42:00,Snow,2.1,19.6,6.2,8.9,16,20.9,0,67
FL-1835,SkyWings,SK284,LHR,HND,2026-01-09 17:04:00,2026-01-09 20:52:00,Overcast,-6.5,30.2,4.0,8.02,26,3.1,0,55
FL-1836,SkyWings,SK834,LHR,ATL,2026-01-22 10:18:00,2026-01-22 15:53:00,High Winds,5.4,12.0,1.1,3.55,10,5.1,0,54
FL-1837,TransFlight,TR384,FRA,LAX,2026-01-27 08:54:00,2026-01-27 15:09:00,Thunderstorm,22.7,20.7,8.2,2.78,18,1.6,0,59
FL-1838,SkyWings,SK381,CDG,LAX,2026-01-06 21:32:00,2026-01-07 02:08:00,Overcast,18.9,27.4,2.7,1.19,23,0.9,0,0
FL-1839,TransFlight,TR104,HND,DFW,2026-01-07 05:09:00,2026-01-07 09:20:00,Clear,33.0,41.5,0.9,6.8,2,2.0,0,33
FL-1840,OceanicAir,OC840,DFW,LHR,2026-01-15 16:27:00,2026-01-15 20:09:00,Thunderstorm,-6.2,35.3,5.2,1.42,5,6.9,0,58
FL-1841,OceanicAir,OC969,LAX,CDG,2026-01-29 08:59:00,2026-01-29 10:36:00,Clear,0.8,37.5,1.8,9.94,3,19.0,0,35
FL-1842,SkyWings,SK295,LHR,FRA,2026-01-01 11:23:00,2026-01-01 18:00:00,High Winds,-7.5,40.0,0.9,1.43,13,7.0,0,40
FL-1843,NimbusAero,NI727,CDG,DFW,2026-01-09 00:03:00,2026-01-09 01:58:00,Snow,12.1,7.4,8.7,7.78,8,19.6,0,71
FL-1844,OceanicAir,OC784,LAX,FRA,2026-01-25 06:16:00,2026-01-25 09:04:00,Snow,12.9,23.1,3.2,7.95,15,10.9,0,60
FL-1845,JetExpress,JE828,LAX,CDG,2026-01-26 16:02:00,2026-01-26 18:51:00,Fog,21.1,38.8,7.1,1.68,7,11.1,0,33
