flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min,airline_code,weather_code,temp_norm,wind_norm,traffic_norm,delay_risk_class
FL-1120,NimbusAero,NI836,ATL,DXB,2026-01-29 00:55:00,2026-01-29 04:05:00,High Winds,25.9,21.3,5.6,3.79,18,17.9,0,62,0,2,0.7479166666666667,0.4488372093023256,0.3103448275862069,2
FL-1121,JetExpress,JE794,FRA,HND,2026-01-22 06:16:00,2026-01-22 09:25:00,High Winds,8.3,24.7,9.7,8.35,6,17.7,1,80,4,2,0.38125000000000003,0.5279069767441861,0.8175750834260289,2
FL-1122,NimbusAero,NI592,LHR,FRA,2026-01-05 22:03:00,2026-01-06 04:52:00,High Winds,14.8,7.4,1.3,2.44,7,10.2,0,45,0,2,0.5166666666666667,0.12558139534883722,0.16017797552836485,1
FL-1123,OceanicAir,OC193,ATL,DXB,2026-01-17 03:50:00,2026-01-17 04:48:00,Thunderstorm,-7.4,23.6,2.7,9.95,0,8.6,0,59,5,4,0.05416666666666666,0.5023255813953489,0.9955506117908787,2
FL-1124,SkyWings,SK959,LHR,ORD,2026-01-07 12:17:00,2026-01-07 13:21:00,Rain,34.0,22.3,8.4,7.83,9,10.6,0,28,2,6,0.9166666666666666,0.472093023255814,0.7597330367074527,1
FL-1125,SkyWings,SK119,DFW,ATL,2026-01-08 01:18:00,2026-01-08 06:43:00,Fog,19.2,20.2,7.9,3.14,13,3.1,0,43,2,1,0.6083333333333333,0.4232558139534884,0.23804226918798665,1
FL-1126,NimbusAero,NI912,FRA,HND,2026-01-04 02:36:00,2026-01-04 04:17:00,High Winds,33.4,27.7,0.7,5.64,0,5.7,0,34,0,2,0.9041666666666667,0.5976744186046511,0.5161290322580645,1
FL-1127,OceanicAir,OC101,FRA,LHR,2026-01-12 04:45:00,2026-01-12 10:22:00,Thunderstorm,-1.0,30.7,5.5,4.25,11,21.0,0,71,5,4,0.1875,0.6674418604651162,0.3615127919911012,2
FL-1128,TransFlight,TR667,JFK,HND,2026-01-22 15:30:00,2026-01-22 16:37:00,Fog,8.6,18.1,7.6,4.21,22,2.0,0,55,3,1,0.3875,0.37441860465116283,0.35706340378198,2
FL-1129,NimbusAero,NI743,LAX,CDG,2026-01-07 07:43:00,2026-01-07 08:50:00,Rain,16.2,37.0,2.2,8.01,1,10.5,0,29,0,6,0.5458333333333333,0.813953488372093,0.7797552836484983,1
FL-1130,NimbusAero,NI286,ORD,LAX,2026-01-22 01:54:00,2026-01-22 02:57:00,Rain,-0.3,36.0,8.9,3.84,0,7.2,0,49,0,6,0.2020833333333333,0.7906976744186046,0.31590656284760843,2
FL-1131,TransFlight,TR584,DFW,JFK,2026-01-30 16:35:00,2026-01-30 18:57:00,Rain,7.1,35.6,8.7,3.99,15,3.2,0,52,3,6,0.35625,0.7813953488372093,0.33259176863181317,2
FL-1132,OceanicAir,OC861,HND,CDG,2026-01-16 16:19:00,2026-01-16 18:39:00,Thunderstorm,23.2,17.8,8.1,3.4,19,2.3,0,66,5,4,0.6916666666666668,0.3674418604651163,0.26696329254727474,2
FL-1133,OceanicAir,OC716,ORD,FRA,2026-01-14 14:52:00,2026-01-14 18:21:00,Clear,-6.2,30.4,3.4,6.42,5,9.7,0,30,5,5,0.07916666666666666,0.6604651162790698,0.6028921023359288,1
FL-1134,JetExpress,JE557,JFK,CDG,2026-01-29 05:34:00,2026-01-29 10:01:00,Rain,20.7,36.0,1.0,7.04,23,9.2,0,46,4,6,0.6395833333333333,0.7906976744186046,0.6718576195773082,2
FL-1135,NimbusAero,NI795,ORD,JFK,2026-01-07 17:57:00,2026-01-07 23:53:00,Fog,27.5,3.5,1.1,8.01,1,8.4,0,35,0,1,0.78125,0.03488372093023256,0.7797552836484983,1
FL-1136,TransFlight,TR133,FRA,ORD,2026-01-21 17:26:00,2026-01-21 21:20:00,Rain,11.3,5.3,1.8,4.3,0,7.3,0,18,3,6,0.44375000000000003,0.07674418604651162,0.3670745272525027,1
FL-1137,SkyWings,SK126,ORD,DXB,2026-01-24 19:30:00,2026-01-24 23:33:00,Snow,-4.3,35.3,7.2,2.93,2,13.7,0,67,2,3,0.11875000000000001,0.7744186046511627,0.21468298109010012,2
FL-1138,OceanicAir,OC304,LAX,ATL,2026-01-04 14:53:00,2026-01-04 19:29:00,Overcast,33.1,21.1,1.3,7.14,2,18.7,0,32,5,0,0.8979166666666667,0.44418604651162796,0.6829810901001112,1
FL-1139,SkyWings,SK663,DXB,DFW,2026-01-14 21:37:00,2026-01-14 23:42:00,Fog,24.1,32.1,2.2,4.25,18,5.3,0,42,2,1,0.7104166666666667,0.7000000000000001,0.3615127919911012,1
FL-1140,AeroGlobal,AE342,HND,JFK,2026-01-17 16:11:00,2026-01-17 21:39:00,Snow,7.7,36.6,5.7,6.51,16,2.4,0,67,1,3,0.36874999999999997,0.8046511627906977,0.6129032258064516,2
FL-1141,NimbusAero,NI836,HND,FRA,2026-01-19 22:41:00,2026-01-20 02:55:00,High Winds,17.6,7.4,3.5,1.67,14,10.5,0,61,0,2,0.5750000000000001,0.12558139534883722,0.07452725250278086,2
FL-1142,AeroGlobal,AE999,DXB,ORD,2026-01-07 02:56:00,2026-01-07 07:22:00,Snow,33.7,4.4,1.7,2.38,8,4.0,0,37,1,3,0.9104166666666668,0.0558139534883721,0.15350389321468297,1
FL-1143,NimbusAero,NI330,LHR,FRA,2026-01-14 04:15:00,2026-01-14 05:40:00,Rain,-0.6,43.1,3.1,6.63,21,13.7,0,32,0,6,0.19583333333333333,0.9558139534883722,0.6262513904338153,1
FL-1144,NimbusAero,NI272,FRA,ORD,2026-01-09 00:59:00,2026-01-09 07:21:00,Snow,24.6,28.0,8.5,6.07,0,18.2,1,64,0,3,0.7208333333333333,0.6046511627906976,0.5639599555061179,2
FL-1145,NimbusAero,NI889,FRA,DFW,2026-01-30 21:12:00,2026-01-30 23:44:00,High Winds,17.5,28.6,0.8,9.0,1,12.2,0,83,0,2,0.5729166666666666,0.6186046511627907,0.8898776418242491,2
FL-1146,JetExpress,JE594,ATL,HND,2026-01-14 18:52:00,2026-01-14 23:29:00,Clear,23.1,8.8,4.4,5.18,10,7.8,0,11,4,5,0.6895833333333333,0.15813953488372096,0.46496106785317015,0
FL-1147,NimbusAero,NI426,LHR,HND,2026-01-07 04:49:00,2026-01-07 08:43:00,Snow,17.0,15.7,4.9,3.41,8,5.8,0,42,0,3,0.5625,0.3186046511627907,0.26807563959955505,1
FL-1148,JetExpress,JE493,FRA,CDG,2026-01-12 13:10:00,2026-01-12 15:16:00,High Winds,5.7,26.8,3.5,7.87,7,11.2,0,77,4,2,0.32708333333333334,0.5767441860465117,0.764182424916574,2
FL-1149,OceanicAir,OC415,HND,JFK,2026-01-05 08:21:00,2026-01-05 12:27:00,Snow,11.9,12.4,6.0,1.44,0,6.5,0,55,5,3,0.45625,0.24186046511627907,0.0489432703003337,2
FL-1150,NimbusAero,NI788,HND,DFW,2026-01-25 16:12:00,2026-01-25 17:01:00,High Winds,-4.8,7.8,3.0,4.29,7,9.2,0,42,0,2,0.10833333333333334,0.13488372093023254,0.3659621802002225,1
FL-1151,SkyWings,SK683,DXB,ATL,2026-01-17 17:58:00,2026-01-17 23:26:00,Rain,-6.5,23.7,7.8,3.52,29,21.8,0,62,2,6,0.07291666666666667,0.5046511627906977,0.28031145717463846,2
FL-1152,SkyWings,SK503,LHR,CDG,2026-01-26 15:18:00,2026-01-26 19:10:00,High Winds,-3.1,27.9,4.3,1.36,16,1.3,0,46,2,2,0.14375000000000002,0.6023255813953488,0.04004449388209122,2
FL-1153,OceanicAir,OC631,HND,ORD,2026-01-28 20:11:00,2026-01-29 01:19:00,Overcast,5.7,28.4,2.0,9.92,13,16.4,0,46,5,0,0.32708333333333334,0.613953488372093,0.9922135706340378,2
FL-1154,TransFlight,TR645,HND,DFW,2026-01-22 20:42:00,2026-01-22 21:35:00,Rain,5.9,6.7,4.5,3.77,42,19.8,0,32,3,6,0.33125,0.10930232558139535,0.30812013348164624,1
FL-1155,TransFlight,TR585,DFW,ATL,2026-01-03 14:05:00,2026-01-03 19:48:00,Thunderstorm,-1.8,29.0,6.4,8.57,15,3.7,0,102,3,4,0.1708333333333333,0.627906976744186,0.8420467185761957,2
FL-1156,SkyWings,SK686,LAX,DFW,2026-01-02 02:41:00,2026-01-02 07:11:00,Rain,10.1,19.8,2.4,5.52,9,13.6,0,43,2,6,0.41875,0.41395348837209306,0.5027808676307007,1
FL-1157,NimbusAero,NI844,JFK,ATL,2026-01-24 20:32:00,2026-01-24 23:03:00,Snow,5.6,30.5,5.5,3.82,7,4.2,0,62,0,3,0.325,0.6627906976744186,0.3136818687430478,2
FL-1158,JetExpress,JE659,LHR,DFW,2026-01-29 00:21:00,2026-01-29 05:13:00,Overcast,36.0,14.0,3.3,9.47,48,21.6,0,60,4,0,0.9583333333333334,0.27906976744186046,0.9421579532814238,2
FL-1159,NimbusAero,NI821,HND,LHR,2026-01-23 02:04:00,2026-01-23 05:47:00,Snow,34.8,36.2,3.1,2.1,5,15.0,0,45,0,3,0.9333333333333332,0.7953488372093024,0.12235817575083427,1
FL-1160,OceanicAir,OC938,LHR,ORD,2026-01-14 11:15:00,2026-01-14 12:21:00,Rain,35.9,5.4,9.3,6.9,27,16.6,1,68,5,6,0.9562499999999999,0.07906976744186048,0.6562847608453838,2
FL-1161,JetExpress,JE675,DFW,ORD,2026-01-06 05:18:00,2026-01-06 11:18:00,Fog,18.2,12.4,6.9,5.78,17,14.2,0,45,4,1,0.5875,0.24186046511627907,0.5317018909899889,1
FL-1162,OceanicAir,OC438,HND,LAX,2026-01-07 12:09:00,2026-01-07 12:56:00,Snow,36.9,8.8,6.7,8.93,14,10.7,0,81,5,3,0.9770833333333333,0.15813953488372096,0.8820912124582869,2
FL-1163,JetExpress,JE428,DFW,JFK,2026-01-05 07:42:00,2026-01-05 14:00:00,Snow,1.1,33.8,8.6,1.34,24,20.3,0,67,4,3,0.23124999999999998,0.7395348837209301,0.0378197997775306,2
FL-1164,SkyWings,SK956,CDG,DXB,2026-01-09 17:30:00,2026-01-09 20:43:00,Clear,-9.6,26.4,1.5,9.85,4,6.6,0,42,2,5,0.00833333333333334,0.5674418604651162,0.9844271412680756,1
FL-1165,TransFlight,TR636,HND,ORD,2026-01-24 04:44:00,2026-01-24 09:28:00,Rain,-0.7,6.8,2.0,5.13,24,6.0,0,35,3,6,0.19375,0.11162790697674418,0.4593993325917686,1
FL-1166,NimbusAero,NI445,DFW,ATL,2026-01-09 05:41:00,2026-01-09 11:38:00,High Winds,20.7,19.4,4.6,3.95,69,9.1,0,60,0,2,0.6395833333333333,0.4046511627906976,0.3281423804226919,2
FL-1167,AeroGlobal,AE588,LHR,ATL,2026-01-01 13:27:00,2026-01-01 16:25:00,Thunderstorm,1.3,34.4,9.6,3.72,22,16.0,1,83,1,4,0.2354166666666667,0.7534883720930232,0.3025583982202447,2
FL-1168,NimbusAero,NI341,JFK,ORD,2026-01-22 10:20:00,2026-01-22 13:42:00,Overcast,9.5,23.6,9.0,7.33,6,7.2,0,47,0,0,0.40625,0.5023255813953489,0.7041156840934372,2
FL-1169,JetExpress,JE476,FRA,ATL,2026-01-11 05:20:00,2026-01-11 07:13:00,Thunderstorm,-2.6,34.2,6.3,4.74,21,12.3,0,69,4,4,0.15416666666666667,0.7488372093023257,0.4160177975528365,2
FL-1170,TransFlight,TR921,ATL,DFW,2026-01-28 08:47:00,2026-01-28 10:13:00,Snow,11.4,32.3,1.2,6.08,1,1.8,0,58,3,3,0.4458333333333333,0.7046511627906976,0.5650723025583982,2
FL-1171,TransFlight,TR307,FRA,DXB,2026-01-08 01:40:00,2026-01-08 03:49:00,Rain,31.0,21.0,7.0,7.45,26,11.0,0,66,3,6,0.8541666666666666,0.4418604651162791,0.7174638487208009,2
FL-1172,OceanicAir,OC928,JFK,DXB,2026-01-07 06:07:00,2026-01-07 11:14:00,Thunderstorm,11.9,4.5,4.9,8.26,5,16.1,0,83,5,4,0.45625,0.05813953488372093,0.8075639599555061,2
FL-1173,NimbusAero,NI323,FRA,LAX,2026-01-03 07:28:00,2026-01-03 11:49:00,Rain,23.6,25.3,1.1,9.05,0,21.7,0,51,0,6,0.7000000000000001,0.541860465116279,0.8954393770856508,2
FL-1174,AeroGlobal,AE887,ORD,HND,2026-01-18 07:00:00,2026-01-18 11:00:00,Thunderstorm,31.7,41.0,4.1,7.14,35,14.7,0,89,1,4,0.86875,0.9069767441860465,0.6829810901001112,2
FL-1175,NimbusAero,NI980,LHR,LAX,2026-01-09 08:56:00,2026-01-09 14:16:00,Thunderstorm,15.4,33.3,2.6,1.03,44,1.0,0,63,0,4,0.5291666666666667,0.727906976744186,0.003337041156840937,2
FL-1176,NimbusAero,NI836,DXB,CDG,2026-01-25 11:00:00,2026-01-25 14:59:00,High Winds,1.0,21.8,2.0,2.7,45,19.3,0,77,0,2,0.22916666666666666,0.4604651162790698,0.18909899888765297,2
FL-1177,NimbusAero,NI529,FRA,JFK,2026-01-12 04:52:00,2026-01-12 07:22:00,Clear,-5.2,3.4,6.2,7.33,8,1.5,0,41,0,5,0.09999999999999999,0.03255813953488372,0.7041156840934372,1
FL-1178,OceanicAir,OC549,ATL,FRA,2026-01-11 03:18:00,2026-01-11 04:31:00,Overcast,14.2,14.4,8.2,7.58,5,7.4,0,45,5,0,0.5041666666666667,0.28837209302325584,0.731924360400445,1
FL-1179,NimbusAero,NI938,LHR,ATL,2026-01-14 23:36:00,2026-01-15 01:34:00,Fog,15.0,19.8,3.1,6.01,20,13.2,0,50,0,1,0.5208333333333334,0.41395348837209306,0.557285873192436,2
FL-1180,AeroGlobal,AE741,CDG,FRA,2026-01-23 19:21:00,2026-01-23 20:30:00,Rain,35.2,30.9,8.0,3.87,23,9.5,0,30,1,6,0.9416666666666668,0.6720930232558139,0.3192436040044494,1
FL-1181,OceanicAir,OC288,DXB,HND,2026-01-12 05:12:00,2026-01-12 07:52:00,Rain,31.2,8.2,4.9,1.52,11,9.4,0,23,5,6,0.8583333333333334,0.1441860465116279,0.0578420467185762,1
FL-1182,TransFlight,TR237,CDG,ATL,2026-01-12 20:31:00,2026-01-12 23:00:00,Rain,21.0,41.7,8.5,1.83,8,16.1,1,38,3,6,0.6458333333333334,0.9232558139534884,0.09232480533926586,1
FL-1183,NimbusAero,NI719,FRA,JFK,2026-01-04 13:29:00,2026-01-04 15:50:00,High Winds,26.6,33.1,5.8,5.31,1,19.2,0,65,0,2,0.7625000000000001,0.7232558139534884,0.47942157953281417,2
FL-1184,SkyWings,SK316,ATL,LAX,2026-01-23 01:06:00,2026-01-23 03:55:00,Fog,19.0,10.8,9.2,5.97,2,17.2,0,54,2,1,0.6041666666666666,0.2046511627906977,0.5528364849833147,2
FL-1185,JetExpress,JE415,DFW,CDG,2026-01-24 14:07:00,2026-01-24 19:06:00,Thunderstorm,-5.3,44.2,5.0,8.56,1,20.2,0,87,4,4,0.09791666666666667,0.9813953488372094,0.8409343715239155,2
FL-1186,TransFlight,TR984,ATL,ORD,2026-01-01 23:42:00,2026-01-02 02:40:00,Snow,34.9,26.9,4.5,2.37,1,7.6,0,37,3,3,0.9354166666666667,0.5790697674418605,0.1523915461624027,1
FL-1187,AeroGlobal,AE611,DXB,LHR,2026-01-12 23:04:00,2026-01-13 03:59:00,Fog,20.8,23.1,2.1,8.15,25,4.1,0,74,1,1,0.6416666666666667,0.4906976744186047,0.7953281423804227,2
FL-1188,OceanicAir,OC288,DXB,JFK,2026-01-25 02:17:00,2026-01-25 03:19:00,High Winds,30.6,42.6,6.8,7.88,18,9.4,0,86,5,2,0.8458333333333333,0.944186046511628,0.7652947719688542,2
FL-1189,AeroGlobal,AE169,ORD,JFK,2026-01-11 04:54:00,2026-01-11 09:57:00,Thunderstorm,7.9,28.6,6.8,6.55,44,10.9,0,89,1,4,0.3729166666666666,0.6186046511627907,0.6173526140155728,2
FL-1190,SkyWings,SK644,DXB,CDG,2026-01-01 18:56:00,2026-01-01 19:49:00,Snow,24.7,25.0,3.2,5.52,64,15.5,0,95,2,3,0.7229166666666668,0.5348837209302325,0.5027808676307007,2
FL-1191,AeroGlobal,AE209,LAX,FRA,2026-01-08 00:38:00,2026-01-08 03:26:00,Overcast,19.7,12.9,3.9,8.15,1,2.2,0,47,1,0,0.61875,0.2534883720930233,0.7953281423804227,2
FL-1192,OceanicAir,OC678,ATL,DFW,2026-01-14 21:39:00,2026-01-15 04:14:00,High Winds,30.7,30.1,8.7,7.84,22,2.5,0,48,5,2,0.8479166666666668,0.6534883720930232,0.760845383759733,2
FL-1193,TransFlight,TR587,JFK,LAX,2026-01-09 01:11:00,2026-01-09 02:38:00,Thunderstorm,30.6,29.7,3.6,9.8,35,21.4,0,127,3,4,0.8458333333333333,0.6441860465116279,0.9788654060066742,2
FL-1194,AeroGlobal,AE316,FRA,HND,2026-01-13 14:06:00,2026-01-13 15:14:00,Clear,22.9,14.1,5.7,6.92,1,4.4,0,22,1,5,0.6854166666666667,0.2813953488372093,0.6585094549499444,1
FL-1195,SkyWings,SK312,FRA,ORD,2026-01-19 09:02:00,2026-01-19 10:26:00,Rain,-2.2,12.3,8.4,4.5,9,19.8,0,35,2,6,0.1625,0.23953488372093024,0.389321468298109,1
FL-1196,AeroGlobal,AE909,LAX,FRA,2026-01-16 23:46:00,2026-01-17 00:58:00,Clear,11.0,38.1,3.7,7.92,0,21.0,0,40,1,5,0.4375,0.8395348837209302,0.7697441601779755,1
FL-1197,SkyWings,SK749,DFW,DXB,2026-01-23 13:52:00,2026-01-23 16:33:00,Rain,16.5,18.1,2.3,6.27,13,8.7,0,51,2,6,0.5520833333333334,0.37441860465116283,0.5862068965517241,2
FL-1198,JetExpress,JE917,ATL,LAX,2026-01-04 23:36:00,2026-01-05 02:38:00,Overcast,8.2,35.7,2.0,4.51,49,8.3,0,33,4,0,0.37916666666666665,0.7837209302325582,0.3904338153503893,1
FL-1199,JetExpress,JE555,LHR,DFW,2026-01-05 21:39:00,2026-01-05 23:31:00,Clear,-1.0,21.3,5.8,4.67,30,1.1,0,26,4,5,0.1875,0.4488372093023256,0.4082313681868743,1
FL-1200,SkyWings,SK711,FRA,LHR,2026-01-18 18:46:00,2026-01-18 19:37:00,Rain,9.9,35.5,7.4,6.04,3,21.8,1,56,2,6,0.4145833333333333,0.7790697674418605,0.5606229143492769,2
FL-1201,NimbusAero,NI489,ORD,ATL,2026-01-13 11:43:00,2026-01-13 15:02:00,Rain,13.7,4.7,4.6,4.79,74,10.9,0,80,0,6,0.49374999999999997,0.06279069767441861,0.42157953281423804,2
FL-1202,JetExpress,JE352,HND,ATL,2026-01-22 02:06:00,2026-01-22 03:45:00,Overcast,4.6,42.8,3.7,6.58,1,17.8,0,31,4,0,0.30416666666666664,0.9488372093023255,0.6206896551724138,1
FL-1203,NimbusAero,NI708,ORD,LHR,2026-01-15 20:15:00,2026-01-16 02:08:00,Fog,-0.4,15.5,9.7,9.72,11,6.8,0,69,0,1,0.19999999999999998,0.313953488372093,0.9699666295884316,2
FL-1204,OceanicAir,OC689,ATL,CDG,2026-01-18 08:45:00,2026-01-18 11:53:00,High Winds,27.7,17.7,9.4,2.8,14,21.9,1,69,5,2,0.7854166666666668,0.3651162790697674,0.20022246941045604,2
FL-1205,SkyWings,SK844,HND,ATL,2026-01-21 04:54:00,2026-01-21 08:08:00,High Winds,23.3,37.2,8.1,4.68,14,11.2,0,76,2,2,0.69375,0.8186046511627908,0.4093437152391546,2
FL-1206,AeroGlobal,AE358,ORD,HND,2026-01-18 09:46:00,2026-01-18 11:08:00,Thunderstorm,37.6,22.6,4.3,5.56,13,20.3,0,72,1,4,0.9916666666666667,0.4790697674418605,0.507230255839822,2
FL-1207,JetExpress,JE818,DXB,LAX,2026-01-06 05:27:00,2026-01-06 08:19:00,Fog,21.9,9.2,6.3,6.07,14,14.4,0,67,4,1,0.6645833333333333,0.16744186046511625,0.5639599555061179,2
FL-1208,JetExpress,JE915,CDG,LAX,2026-01-01 17:31:00,2026-01-01 19:06:00,Rain,0.7,34.1,5.8,7.19,4,5.3,0,37,4,6,0.22291666666666665,0.7465116279069768,0.6885428253615128,1
FL-1209,OceanicAir,OC890,FRA,DXB,2026-01-08 02:39:00,2026-01-08 06:20:00,Clear,13.2,14.7,9.2,1.77,6,18.4,0,0,5,5,0.48333333333333334,0.29534883720930233,0.08565072302558398,0
FL-1210,JetExpress,JE566,ATL,FRA,2026-01-23 05:29:00,2026-01-23 09:12:00,Thunderstorm,-5.3,33.0,4.8,1.6,13,1.5,0,45,4,4,0.09791666666666667,0.7209302325581395,0.0667408231368187,1
FL-1211,SkyWings,SK969,LHR,LAX,2026-01-08 17:31:00,2026-01-08 20:20:00,Snow,-1.6,8.9,5.8,9.63,25,5.5,0,85,2,3,0.17500000000000002,0.16046511627906979,0.9599555061179088,2
FL-1212,AeroGlobal,AE290,CDG,HND,2026-01-02 13:53:00,2026-01-02 19:52:00,Overcast,11.6,20.5,0.5,2.93,17,6.5,0,31,1,0,0.45,0.43023255813953487,0.21468298109010012,1
FL-1213,SkyWings,SK691,LAX,FRA,2026-01-09 18:12:00,2026-01-09 22:04:00,Rain,-0.5,6.9,6.9,5.41,8,21.3,0,50,2,6,0.19791666666666666,0.11395348837209303,0.4905450500556174,2
FL-1214,OceanicAir,OC701,LAX,CDG,2026-01-17 06:27:00,2026-01-17 11:06:00,Snow,-1.7,31.0,8.1,9.27,40,13.2,0,94,5,3,0.1729166666666667,0.6744186046511628,0.9199110122358175,2
FL-1215,JetExpress,JE220,ATL,LHR,2026-01-06 13:44:00,2026-01-06 16:02:00,Rain,23.3,24.0,4.5,2.24,24,8.7,0,29,4,6,0.69375,0.5116279069767442,0.13793103448275865,1
FL-1216,NimbusAero,NI650,ORD,FRA,2026-01-08 20:15:00,2026-01-09 01:10:00,Rain,-3.3,15.5,4.8,1.48,65,8.2,0,56,0,6,0.13958333333333334,0.313953488372093,0.053392658509454946,2
FL-1217,AeroGlobal,AE299,CDG,FRA,2026-01-24 06:04:00,2026-01-24 12:23:00,Thunderstorm,9.6,23.1,7.2,4.99,7,4.1,0,57,1,4,0.4083333333333334,0.4906976744186047,0.4438264738598443,2
FL-1218,AeroGlobal,AE399,JFK,LHR,2026-01-11 11:35:00,2026-01-11 16:55:00,Rain,-1.9,21.7,7.6,7.89,52,12.3,0,71,1,6,0.16874999999999998,0.4581395348837209,0.7664071190211346,2
FL-1219,SkyWings,SK374,DXB,LHR,2026-01-25 22:03:00,2026-01-25 23:09:00,High Winds,24.5,25.5,9.9,1.92,9,18.3,0,41,2,2,0.71875,0.5465116279069767,0.10233592880978865,1
FL-1220,SkyWings,SK560,DFW,CDG,2026-01-05 05:00:00,2026-01-05 09:29:00,High Winds,37.7,35.4,2.8,8.3,8,13.1,0,60,2,2,0.99375,0.7767441860465116,0.8120133481646274,2
FL-1221,NimbusAero,NI724,CDG,ORD,2026-01-29 07:00:00,2026-01-29 08:56:00,High Winds,-0.1,10.9,1.1,4.16,30,6.5,0,63,0,2,0.20625000000000002,0.20697674418604653,0.3515016685205784,2
FL-1222,JetExpress,JE820,DFW,LHR,2026-01-27 07:34:00,2026-01-27 10:35:00,High Winds,14.7,40.7,8.2,2.22,25,16.6,0,60,4,2,0.5145833333333333,0.9,0.135706340378198,2
FL-1223,JetExpress,JE987,ORD,ATL,2026-01-12 14:42:00,2026-01-12 16:41:00,Fog,5.5,12.6,8.5,4.53,43,3.6,0,72,4,1,0.3229166666666667,0.24651162790697673,0.39265850945494996,2
FL-1224,NimbusAero,NI524,CDG,DXB,2026-01-04 16:29:00,2026-01-04 22:38:00,High Winds,32.2,6.0,5.4,3.5,28,20.6,0,64,0,2,0.8791666666666668,0.09302325581395349,0.27808676307007785,2
FL-1225,JetExpress,JE695,JFK,ORD,2026-01-22 02:44:00,2026-01-22 08:54:00,Fog,23.5,38.6,8.1,4.58,2,21.3,0,26,4,1,0.6979166666666666,0.8511627906976744,0.3982202447163515,1
FL-1226,JetExpress,JE948,DFW,CDG,2026-01-26 03:48:00,2026-01-26 09:28:00,Overcast,17.2,22.9,3.8,7.14,46,1.5,0,41,4,0,0.5666666666666667,0.48604651162790696,0.6829810901001112,1
FL-1227,OceanicAir,OC116,LAX,ATL,2026-01-21 08:00:00,2026-01-21 12:38:00,Clear,37.6,20.4,10.0,9.18,16,19.5,0,47,5,5,0.9916666666666667,0.42790697674418604,0.9098998887652947,2
FL-1228,JetExpress,JE195,LHR,DFW,2026-01-05 00:01:00,2026-01-05 03:56:00,Fog,33.4,9.1,4.3,3.75,14,15.5,1,61,4,1,0.9041666666666667,0.16511627906976745,0.30589543937708563,2
FL-1229,NimbusAero,NI197,JFK,DFW,2026-01-22 22:48:00,2026-01-23 00:12:00,Overcast,18.5,24.3,4.7,1.07,16,7.9,0,13,0,0,0.59375,0.5186046511627908,0.007786429365962187,0
FL-1230,OceanicAir,OC810,ORD,DXB,2026-01-04 11:21:00,2026-01-04 14:03:00,Thunderstorm,-5.7,36.7,1.5,4.31,11,6.9,0,65,5,4,0.08958333333333333,0.8069767441860466,0.36818687430478303,2
FL-1231,AeroGlobal,AE756,ORD,LAX,2026-01-25 09:27:00,2026-01-25 15:00:00,Clear,19.3,9.1,3.8,2.92,28,16.6,0,43,1,5,0.6104166666666667,0.16511627906976745,0.21357063403781978,1
FL-1232,OceanicAir,OC980,ATL,LAX,2026-01-05 19:44:00,2026-01-05 21:40:00,High Winds,-4.1,33.4,3.8,4.86,12,17.5,1,87,5,2,0.12291666666666667,0.7302325581395348,0.42936596218020023,2
FL-1233,AeroGlobal,AE666,FRA,DFW,2026-01-02 11:17:00,2026-01-02 17:39:00,Rain,-0.1,28.1,2.3,4.53,7,14.4,0,36,1,6,0.20625000000000002,0.6069767441860465,0.39265850945494996,1
FL-1234,AeroGlobal,AE606,CDG,LAX,2026-01-12 05:19:00,2026-01-12 10:19:00,Fog,18.5,24.7,9.8,9.88,2,20.6,1,101,1,1,0.59375,0.5279069767441861,0.9877641824249166,2
FL-1235,TransFlight,TR530,LHR,FRA,2026-01-09 02:42:00,2026-01-09 07:28:00,High Winds,-6.5,27.3,0.6,2.94,3,20.3,0,49,3,2,0.07291666666666667,0.5883720930232559,0.21579532814238042,2
FL-1236,JetExpress,JE743,DXB,CDG,2026-01-20 12:39:00,2026-01-20 19:23:00,Thunderstorm,-6.0,25.1,6.4,3.5,2,7.2,0,41,4,4,0.08333333333333333,0.5372093023255814,0.27808676307007785,1
FL-1237,AeroGlobal,AE927,ORD,FRA,2026-01-16 02:53:00,2026-01-16 06:58:00,Snow,20.4,37.9,7.0,1.6,8,15.5,0,67,1,3,0.6333333333333333,0.8348837209302326,0.0667408231368187,2
FL-1238,SkyWings,SK350,LAX,HND,2026-01-06 12:41:00,2026-01-06 17:18:00,Snow,19.2,15.3,7.5,7.67,35,3.1,0,89,2,3,0.6083333333333333,0.30930232558139537,0.7419354838709677,2
FL-1239,NimbusAero,NI111,ORD,DXB,2026-01-17 00:41:00,2026-01-17 05:53:00,Snow,27.6,33.0,2.1,2.14,22,17.3,0,42,0,3,0.7833333333333333,0.7209302325581395,0.12680756395995552,1
FL-1240,SkyWings,SK443,CDG,DFW,2026-01-25 02:11:00,2026-01-25 03:28:00,Rain,24.2,26.8,1.2,5.1,7,8.2,0,44,2,6,0.7125,0.5767441860465117,0.45606229143492766,1
